tournament_year,player_name,player_name_en,position,season,club,league,country,club_lat,club_lng,appearances
2026,鎌田大地,Daichi Kamada,MF,2024,S.S. Lazio,Serie A,Italy,41.9340,12.4547,38
2026,鎌田大地,Daichi Kamada,MF,2025,Crystal Palace F.C.,Premier League,England,51.3983,-0.0856,43
2026,鎌田大地,Daichi Kamada,MF,2026,Crystal Palace F.C.,Premier League,England,51.3983,-0.0856,45
2026,伊東純也,Junya Itō,MF,2023,K.R.C. Genk,Belgian Pro League,Belgium,51.0050,5.5333,1
2026,伊東純也,Junya Itō,MF,2023,Stade de Reims,Ligue 1,France,49.2467,4.0250,36
2026,伊東純也,Junya Itō,MF,2024,Stade de Reims,Ligue 1,France,49.2467,4.0250,31
2026,伊東純也,Junya Itō,MF,2025,Stade de Reims,Ligue 1,France,49.2467,4.0250,39
2026,伊東純也,Junya Itō,MF,2026,K.R.C. Genk,Belgian Pro League,Belgium,51.0050,5.5333,36
2026,佐野海舟,Kaishū Sano,MF,2023,Kashima Antlers,J1 League,Japan,35.9917,140.6405,35
2026,佐野海舟,Kaishū Sano,MF,2025,1. FSV Mainz 05,Bundesliga,Germany,49.9842,8.2242,36
2026,佐野海舟,Kaishū Sano,MF,2026,1. FSV Mainz 05,Bundesliga,Germany,49.9842,8.2242,47
2026,鈴木唯人,Yuito Suzuki,MF,2023,Shimizu S-Pulse,J2 League,Japan,34.9844,138.4811,3
2026,鈴木唯人,Yuito Suzuki,MF,2023,RC Strasbourg Alsace,Ligue 1,France,48.5600,7.7550,3
2026,鈴木唯人,Yuito Suzuki,MF,2024,Brøndby IF,Danish Superliga,Denmark,55.6519,12.4269,30
2026,鈴木唯人,Yuito Suzuki,MF,2025,Brøndby IF,Danish Superliga,Denmark,55.6519,12.4269,40
2026,鈴木唯人,Yuito Suzuki,MF,2026,SC Freiburg,Bundesliga,Germany,48.0216,7.8297,41
2026,小川航基,Kōki Ogawa,FW,2023,Yokohama FC,J1 League,Japan,35.4862,139.6189,15
2026,小川航基,Kōki Ogawa,FW,2024,NEC Nijmegen,Eredivisie,Netherlands,51.8425,5.8628,37
2026,小川航基,Kōki Ogawa,FW,2025,NEC Nijmegen,Eredivisie,Netherlands,51.8425,5.8628,26
2026,小川航基,Kōki Ogawa,FW,2026,NEC Nijmegen,Eredivisie,Netherlands,51.8425,5.8628,11
2026,中村敬斗,Keito Nakamura,FW,2023,LASK,Austrian Bundesliga,Austria,48.2481,14.2869,36
2026,中村敬斗,Keito Nakamura,FW,2024,LASK,Austrian Bundesliga,Austria,48.2481,14.2869,1
2026,中村敬斗,Keito Nakamura,FW,2024,Stade de Reims,Ligue 1,France,49.2467,4.0250,25
2026,中村敬斗,Keito Nakamura,FW,2025,Stade de Reims,Ligue 1,France,49.2467,4.0250,40
2026,中村敬斗,Keito Nakamura,FW,2026,Stade de Reims,Ligue 2,France,49.2467,4.0250,32
2026,前田大然,Daizen Maeda,FW,2023,Celtic F.C.,Scottish Premiership,Scotland,55.8497,-4.2056,49
2026,前田大然,Daizen Maeda,FW,2024,Celtic F.C.,Scottish Premiership,Scotland,55.8497,-4.2056,36
2026,前田大然,Daizen Maeda,FW,2025,Celtic F.C.,Scottish Premiership,Scotland,55.8497,-4.2056,51
2026,前田大然,Daizen Maeda,FW,2026,Celtic F.C.,Scottish Premiership,Scotland,55.8497,-4.2056,54
2026,上田綺世,Ayase Ueda,FW,2023,Cercle Brugge,Belgian Pro League,Belgium,51.1933,3.1806,42
2026,上田綺世,Ayase Ueda,FW,2024,Feyenoord,Eredivisie,Netherlands,51.8939,4.5232,37
2026,上田綺世,Ayase Ueda,FW,2025,Feyenoord,Eredivisie,Netherlands,51.8939,4.5232,31
2026,上田綺世,Ayase Ueda,FW,2026,Feyenoord,Eredivisie,Netherlands,51.8939,4.5232,40
2026,塩貝健人,Kento Shiogai,FW,2024,Yokohama F. Marinos,J1 League,Japan,35.5100,139.6063,7
2026,塩貝健人,Kento Shiogai,FW,2025,NEC Nijmegen,Eredivisie,Netherlands,51.8425,5.8628,28
2026,塩貝健人,Kento Shiogai,FW,2026,NEC Nijmegen,Eredivisie,Netherlands,51.8425,5.8628,14
2026,塩貝健人,Kento Shiogai,FW,2026,VfL Wolfsburg,Bundesliga,Germany,52.4328,10.8039,13
2026,後藤啓介,Keisuke Gotō,FW,2023,Júbilo Iwata,J2 League,Japan,34.7252,137.8750,39
2026,後藤啓介,Keisuke Gotō,FW,2024,RSCA Futures,Challenger Pro League,Belgium,50.8342,4.2981,14
2026,後藤啓介,Keisuke Gotō,FW,2025,R.S.C. Anderlecht,Belgian Pro League,Belgium,50.8342,4.2981,10
2026,後藤啓介,Keisuke Gotō,FW,2025,RSCA Futures,Challenger Pro League,Belgium,50.8342,4.2981,17
2026,後藤啓介,Keisuke Gotō,FW,2026,Sint-Truidense V.V.,Belgian Pro League,Belgium,50.8135,5.1663,25
