tournament_year,player_name,player_name_en,position,season,club,league,country,club_lat,club_lng,appearances
1998,中田英寿,Hidetoshi Nakata,MF,1995,Bellmare Hiratsuka,J-League,Japan,35.3436,139.3413,35
1998,中田英寿,Hidetoshi Nakata,MF,1996,Bellmare Hiratsuka,J-League,Japan,35.3436,139.3413,41
1998,中田英寿,Hidetoshi Nakata,MF,1997,Bellmare Hiratsuka,J-League,Japan,35.3436,139.3413,30
1998,中田英寿,Hidetoshi Nakata,MF,1998,Bellmare Hiratsuka,J-League,Japan,35.3436,139.3413,12
1998,名波浩,Hiroshi Nanami,MF,1995,Júbilo Iwata,J-League,Japan,34.7252,137.8750,53
1998,名波浩,Hiroshi Nanami,MF,1996,Júbilo Iwata,J-League,Japan,34.7252,137.8750,45
1998,名波浩,Hiroshi Nanami,MF,1997,Júbilo Iwata,J-League,Japan,34.7252,137.8750,25
1998,名波浩,Hiroshi Nanami,MF,1998,Júbilo Iwata,J-League,Japan,34.7252,137.8750,38
1998,小野伸二,Shinji Ono,MF,1998,Urawa Red Diamonds,J-League,Japan,35.9031,139.7175,29
1998,服部年宏,Toshihiro Hattori,MF,1995,Júbilo Iwata,J-League,Japan,34.7252,137.8750,42
1998,服部年宏,Toshihiro Hattori,MF,1996,Júbilo Iwata,J-League,Japan,34.7252,137.8750,27
1998,服部年宏,Toshihiro Hattori,MF,1997,Júbilo Iwata,J-League,Japan,34.7252,137.8750,26
1998,服部年宏,Toshihiro Hattori,MF,1998,Júbilo Iwata,J-League,Japan,34.7252,137.8750,37
1998,森島寛晃,Hiroaki Morishima,MF,1995,Cerezo Osaka,J-League,Japan,34.6141,135.5185,52
1998,森島寛晃,Hiroaki Morishima,MF,1996,Cerezo Osaka,J-League,Japan,34.6141,135.5185,41
1998,森島寛晃,Hiroaki Morishima,MF,1997,Cerezo Osaka,J-League,Japan,34.6141,135.5185,23
1998,森島寛晃,Hiroaki Morishima,MF,1998,Cerezo Osaka,J-League,Japan,34.6141,135.5185,30
1998,平野孝,Takashi Hirano,MF,1995,Nagoya Grampus Eight,J-League,Japan,35.1227,136.9443,55
1998,平野孝,Takashi Hirano,MF,1996,Nagoya Grampus Eight,J-League,Japan,35.1227,136.9443,43
1998,平野孝,Takashi Hirano,MF,1997,Nagoya Grampus Eight,J-League,Japan,35.1227,136.9443,28
1998,平野孝,Takashi Hirano,MF,1998,Nagoya Grampus Eight,J-League,Japan,35.1227,136.9443,34
1998,中山雅史,Masashi Nakayama,FW,1995,Júbilo Iwata,J-League,Japan,34.7252,137.8750,45
1998,中山雅史,Masashi Nakayama,FW,1996,Júbilo Iwata,J-League,Japan,34.7252,137.8750,40
1998,中山雅史,Masashi Nakayama,FW,1997,Júbilo Iwata,J-League,Japan,34.7252,137.8750,42
1998,中山雅史,Masashi Nakayama,FW,1998,Júbilo Iwata,J-League,Japan,34.7252,137.8750,30
1998,呂比須ワグナー,Wagner Lopes,FW,1995,Honda FC,Japan Football League,Japan,34.7107,137.7261,31
1998,呂比須ワグナー,Wagner Lopes,FW,1996,Honda FC,Japan Football League,Japan,34.7107,137.7261,32
1998,呂比須ワグナー,Wagner Lopes,FW,1997,Bellmare Hiratsuka,J-League,Japan,35.3436,139.3413,36
1998,呂比須ワグナー,Wagner Lopes,FW,1998,Bellmare Hiratsuka,J-League,Japan,35.3436,139.3413,18
1998,岡野雅行,Masayuki Okano,FW,1995,Urawa Red Diamonds,J-League,Japan,35.9031,139.7175,47
1998,岡野雅行,Masayuki Okano,FW,1996,Urawa Red Diamonds,J-League,Japan,35.9031,139.7175,46
1998,岡野雅行,Masayuki Okano,FW,1997,Urawa Red Diamonds,J-League,Japan,35.9031,139.7175,25
1998,岡野雅行,Masayuki Okano,FW,1998,Urawa Red Diamonds,J-League,Japan,35.9031,139.7175,36
1998,城彰二,Shoji Jo,FW,1995,JEF United Ichihara,J-League,Japan,35.6365,140.1328,43
1998,城彰二,Shoji Jo,FW,1996,JEF United Ichihara,J-League,Japan,35.6365,140.1328,37
1998,城彰二,Shoji Jo,FW,1997,Yokohama Marinos,J-League,Japan,35.5100,139.6063,23
1998,城彰二,Shoji Jo,FW,1998,Yokohama Marinos,J-League,Japan,35.5100,139.6063,32
